Year,block,BBS_route,Mayponds,logMayponds,ccsma1fi,ccsmb1,gfdla1fi,gfdlb1,hadcm3a1fi,hadcm3b1,pcma1fi,pcmb1,,logccsma1fi,logccsmb1,loggfdla1fi,loggfdlb1,loghadcm3a1fi,loghadcm3b1,logpcma1fi,logpcmb1,stopAMCO,birdAMCO,logstpAMCO,logbrdAMCO,stopSORA,birdSORA,logstpSORA,logbrdSORA,stopAMBI,birdAMBI,logstpAMBI,logbrdAMBI,stopBLTE,birdBLTE,logstpBLTE,logbrdBLTE,stopPBGR,birdPBGR,logstpPBGR,logbrdPBGR,stopNOPI,birdNOPI,logstpNOPI,logbrdNOPI
1983,8,11,3624,3.559188189,1831,1982,1937,1891,1237,1177,1103,1164,1540.25,3.262688344,3.29710365,3.287129621,3.276691529,3.0923697,3.070776463,3.042575512,3.06595298,2,8,0.301029996,0.903089987,13,19,1.113943352,1.278753601,9,9,0.954242509,0.954242509,2,12,0.301029996,1.079181246,7,10,0.84509804,1,6,23,0.77815125,1.361727836
1984,8,11,3634,3.560384923,2228,1498,385,377,1659,1665,1953,1881,1455.75,3.347915187,3.175511813,2.58546073,2.57634135,3.219846386,3.221414238,3.290702243,3.274388796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,8,11,4749,3.67660217,1595,1545,744,755,626,599,1506,1220,1073.75,3.202760687,3.188928484,2.871572936,2.877946952,2.796574333,2.777426822,3.177824972,3.086359831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,8,11,4423,3.645716939,1318,611,1540,1559,1717,1748,337,1050,1235,3.11991541,2.78604121,3.187520721,3.192846115,3.234770295,3.242541428,2.527629901,3.021189299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,8,11,4182,3.621384028,878,2123,1350,1363,1747,1724,1864,2077,1640.75,2.943494516,3.326949994,3.130333768,3.134495856,3.242292905,3.236537261,3.270445908,3.317436497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,8,11,2187,3.339848783,1965,1408,1104,1226,1434,1371,1891,2235,1579.25,3.293362555,3.148602655,3.042969073,3.08849047,3.156549151,3.137037455,3.276691529,3.349277527,19,237,1.278753601,2.374748346,6,10,0.77815125,1,19,27,1.278753601,1.431363764,11,34,1.041392685,1.531478917,21,35,1.322219295,1.544068044,9,20,0.954242509,1.301029996
1989,8,11,1839,3.264581729,1020,1585,500,530,891,844,677,1481,941,3.008600172,3.200029267,2.698970004,2.72427587,2.949877704,2.926342447,2.830588669,3.170555059,8,79,0.903089987,1.897627091,0,0,0,0,3,4,0.477121255,0.602059991,9,33,0.954242509,1.51851394,6,10,0.77815125,1,4,11,0.602059991,1.041392685
1990,8,11,770,2.886490725,2224,1489,1190,1137,871,967,1542,1654,1384.25,3.347134783,3.172894698,3.075546961,3.055760465,2.940018155,2.985426474,3.188084374,3.218535505,5,19,0.698970004,1.278753601,1,1,0,0,4,5,0.602059991,0.698970004,2,8,0.301029996,0.903089987,4,8,0.602059991,0.903089987,1,3,0,0.477121255
1991,8,11,1340,3.127104798,795,1954,2355,2365,1667,831,1257,2003,1653.375,2.900367129,3.290924559,3.371990911,3.373831145,3.2219356,2.919601024,3.099335278,3.301680949,4,12,0.602059991,1.079181246,1,1,0,0,1,1,0,0,0,0,0,0,9,16,0.954242509,1.204119983,3,4,0.477121255,0.602059991
1992,8,11,1934,3.28645647,973,1053,1037,1045,1439,1897,1240,1442,1265.75,2.98811284,3.022428371,3.015778756,3.01911629,3.158060794,3.278067331,3.093421685,3.15896526,2,8,0.301029996,0.903089987,0,0,0,0,2,2,0.301029996,0.301029996,1,1,0,0,8,11,0.903089987,1.041392685,2,5,0.301029996,0.698970004
1993,8,11,1886,3.275541688,1303,1207,2005,2006,665,1468,1902,512,1383.5,3.114944416,3.08170727,3.302114377,3.302330929,2.822821645,3.166726056,3.279210513,2.709269961,6,18,0.77815125,1.255272505,7,7,0.84509804,0.84509804,1,2,0,0.301029996,3,5,0.477121255,0.698970004,4,4,0.602059991,0.602059991,1,2,0,0.301029996
1994,8,11,4601,3.662852233,1724,2385,2087,2079,1481,660,757,2292,1683.125,3.236537261,3.377488383,3.319522449,3.317854489,3.170555059,2.819543936,2.87909588,3.360214613,23,86,1.361727836,1.934498451,15,19,1.176091259,1.278753601,7,9,0.84509804,0.954242509,12,35,1.079181246,1.544068044,15,22,1.176091259,1.342422681,8,20,0.903089987,1.301029996
1995,8,11,5152,3.711975854,479,748,1419,1407,2428,2070,1712,1766,1503.625,2.680335513,2.873901598,3.151982395,3.148294097,3.385248682,3.315970345,3.23350376,3.246990699,28,252,1.447158031,2.401400541,21,42,1.322219295,1.62324929,10,13,1,1.113943352,18,117,1.255272505,2.068185862,21,37,1.322219295,1.568201724,8,41,0.903089987,1.612783857
1996,8,11,4878,3.688241796,1939,1504,2792,2786,605,1738,2740,1542,1955.75,3.287577809,3.177247836,3.445915414,3.444981112,2.781755375,3.240049772,3.437750563,3.188084374,27,204,1.431363764,2.309630167,9,16,0.954242509,1.204119983,5,5,0.698970004,0.698970004,19,162,1.278753601,2.209515015,25,45,1.397940009,1.653212514,10,36,1,1.556302501
1997,8,11,4567,3.659631012,1630,2074,1320,1311,1397,1930,1839,1319,1602.5,3.212187604,3.316808752,3.120573931,3.117602692,3.145196406,3.285557309,3.264581729,3.120244796,38,292,1.579783597,2.465382851,21,36,1.322219295,1.556302501,6,9,0.77815125,0.954242509,18,142,1.255272505,2.152288344,27,39,1.431363764,1.591064607,11,22,1.041392685,1.342422681
1998,8,11,4389,3.642365581,878,1693,988,1059,1623,1815,1946,413,1301.875,2.943494516,3.228656958,2.994756945,3.02489596,3.21031852,3.258876629,3.289142836,2.615950052,13,137,1.113943352,2.136720567,5,5,0.698970004,0.698970004,1,1,0,0,11,43,1.041392685,1.633468456,13,18,1.113943352,1.255272505,5,22,0.698970004,1.342422681
1999,8,11,5075,3.705436047,816,1955,1169,1116,703,1828,1002,1755,1293,2.911690159,3.291146762,3.067814511,3.047664195,2.846955325,3.261976191,3.000867722,3.244277121,28,137,1.447158031,2.136720567,5,5,0.698970004,0.698970004,2,2,0.301029996,0.301029996,18,59,1.255272505,1.770852012,23,29,1.361727836,1.462397998,4,8,0.602059991,0.903089987
2000,8,11,4388,3.642266619,399,819,2801,2850,1144,1310,379,2810,1564,2.600972896,2.913283902,3.447313109,3.45484486,3.058426024,3.117271296,2.57863921,3.44870632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,8,11,4453,3.648652695,2515,1064,1980,1376,926,861,1289,732,1342.875,3.400537989,3.026941628,3.29666519,3.138618434,2.966610987,2.935003151,3.110252917,2.864511081,23,93,1.361727836,1.968482949,6,6,0.77815125,0.77815125,6,6,0.77815125,0.77815125,27,132,1.431363764,2.120573931,21,23,1.322219295,1.361727836,1,10,0,1
2002,8,11,2937,3.467903947,1781,1165,2091,541,724,940,1919,1148,1288.625,3.250663919,3.066325925,3.320354033,2.733197265,2.859738566,2.973127854,3.283074975,3.059941888,16,96,1.204119983,1.982271233,3,5,0.477121255,0.698970004,6,7,0.77815125,0.84509804,16,60,1.204119983,1.77815125,9,9,0.954242509,0.954242509,5,19,0.698970004,1.278753601
2003,8,11,2484,3.395151592,908,1789,2688,2086,1560,620,2148,1776,1696.875,2.958085849,3.252610341,3.429429264,3.319314304,3.193124598,2.792391689,3.332034277,3.249442961,8,15,0.903089987,1.176091259,6,8,0.77815125,0.903089987,4,4,0.602059991,0.602059991,19,79,1.278753601,1.897627091,10,11,1,1.041392685,6,14,0.77815125,1.146128036
2004,8,11,2778,3.443732241,1937,1266,1531,1724,986,1426,1603,1510,1497.875,3.287129621,3.102433706,3.184975191,3.236537261,2.993876915,3.154119526,3.204933522,3.178976947,5,7,0.698970004,0.84509804,2,2,0.301029996,0.301029996,4,4,0.602059991,0.602059991,11,71,1.041392685,1.851258349,7,14,0.84509804,1.146128036,7,16,0.84509804,1.204119983
2005,8,11,2236,3.349471799,914,857,1160,946,1453,692,1781,884,1085.875,2.960946196,2.932980822,3.064457989,2.975891136,3.162265614,2.840106094,3.250663919,2.946452265,1,1,0,0,2,2,0.301029996,0.301029996,1,1,0,0,8,22,0.903089987,1.342422681,2,2,0.301029996,0.301029996,7,18,0.84509804,1.255272505
1967,9,19,4021,3.604334073,274,982,1316,1341,1804,1748,837,766,1133.5,2.437750563,2.992111488,3.119255889,3.127428778,3.256236533,3.242541428,2.922725458,2.88422877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,9,19,4302,3.633670406,1499,1015,1896,1896,1959,2006,1128,1076,1559.375,3.175801633,3.006466042,3.277838333,3.277838333,3.292034436,3.302330929,3.0523091,3.031812271,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0.301029996,0.301029996,0,0,0,0,0,0,0,0
1969,9,19,3489,3.542700969,925,721,987,964,1814,1759,937,891,1124.75,2.966141733,2.857935265,2.994317153,2.984077034,3.258637283,3.245265839,2.971739591,2.949877704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.301029996
1970,9,19,4647,3.667172672,989,582,2404,2386,576,550,766,712,1120.625,2.995196292,2.764922985,3.380934463,3.377670439,2.760422483,2.740362689,2.88422877,2.852479994,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,2,0,0.301029996
1971,9,19,4182,3.621384028,2094,1180,1027,1043,380,356,1862,1887,1228.625,3.320976677,3.071882007,3.011570444,3.018284308,2.579783597,2.551449998,3.269979677,3.2757719,0,0,0,0,1,2,0,0.301029996,1,1,0,0,1,2,0,0.301029996,0,0,0,0,0,0,0,0
1972,9,19,4306,3.634074025,1184,1576,1805,1804,2318,2291,871,999,1606,3.073351702,3.197556213,3.256477206,3.256236533,3.365113432,3.360025089,2.940018155,2.999565488,0,0,0,0,3,4,0.477121255,0.602059991,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
1973,9,19,3269,3.514414921,2051,1146,1014,1008,658,586,1462,1435,1170,3.31196566,3.059184618,3.006037955,3.003460532,2.818225894,2.767897616,3.164947373,3.156851901,0,0,0,0,2,2,0.301029996,0.301029996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,9,19,4260,3.629409599,2204,1736,1804,1779,1569,1498,2126,2131,1855.875,3.34321159,3.239549721,3.256236533,3.250175948,3.195622944,3.175511813,3.32756326,3.32858345,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0.301029996,0,0,0,0,1,1,0,0
1975,9,19,5063,3.704407927,1801,878,1561,1541,1497,1430,1582,1386,1459.5,3.255513713,2.943494516,3.193402903,3.187802639,3.1752218,3.155336037,3.199206479,3.14176323,1,1,0,0,1,1,0,0,0,0,0,0,1,3,0,0.477121255,0,0,0,0,7,28,0.84509804,1.447158031
1976,9,19,4567,3.659631012,2170,1596,951,942,2079,2020,910,920,1448.5,3.336459734,3.203032887,2.978180517,2.974050903,3.317854489,3.305351369,2.959041392,2.963787827,0,0,0,0,2,2,0.301029996,0.301029996,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
1977,9,19,3283,3.516270883,1002,1066,1852,1814,1214,1200,770,698,1202,3.000867722,3.027757205,3.267640982,3.258637283,3.084218687,3.079181246,2.886490725,2.843855423,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,9,19,4087,3.611404638,1513,1375,1489,1480,1959,1900,1809,1800,1665.625,3.179838928,3.138302698,3.172894698,3.170261715,3.292034436,3.278753601,3.257438567,3.255272505,0,0,0,0,0,0,0,0,2,2,0.301029996,0.301029996,2,2,0.301029996,0.301029996,0,0,0,0,2,8,0.301029996,0.903089987
1979,9,19,5075,3.705436047,638,1446,1261,1262,1478,1408,1994,1926,1426.625,2.804820679,3.160168293,3.100715087,3.101059355,3.169674434,3.148602655,3.299725154,3.284656283,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,14,0.602059991,1.146128036
1980,9,19,3852,3.585686278,1404,1888,1490,1539,1383,1400,2164,2219,1685.875,3.147367108,3.27600199,3.173186268,3.18723862,3.14082218,3.146128036,3.335257256,3.346157302,1,1,0,0,2,3,0.301029996,0.477121255,5,5,0.698970004,0.698970004,2,3,0.301029996,0.477121255,0,0,0,0,1,2,0,0.301029996
1981,9,19,3623,3.559068334,498,841,1083,1110,1223,1176,1196,1131,1032.25,2.697229343,2.924795996,3.034628457,3.045322979,3.087426457,3.070407322,3.07773118,3.053462605,0,0,0,0,0,0,0,0,3,3,0.477121255,0.477121255,0,0,0,0,0,0,0,0,1,8,0,0.903089987
1982,9,19,3707,3.569022586,2123,940,1650,1688,1780,1796,1972,1980,1741.125,3.326949994,2.973127854,3.217483944,3.227372442,3.250420002,3.254306332,3.294906911,3.29666519,3,8,0.477121255,0.903089987,2,3,0.301029996,0.477121255,4,5,0.602059991,0.698970004,3,6,0.477121255,0.77815125,0,0,0,0,12,27,1.079181246,1.431363764
1983,9,19,3631,3.560026249,1855,2018,2247,2227,1304,1148,1331,873,1625.375,3.268343914,3.304921162,3.351603072,3.347720217,3.115277591,3.059941888,3.124178055,2.941014244,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,4,0.301029996,0.602059991
1984,9,19,3812,3.581152892,2229,1779,519,503,1640,1671,1743,1993,1509.625,3.348110068,3.250175948,2.715167358,2.701567985,3.214843848,3.22297645,3.241297387,3.299507299,0,0,0,0,0,0,0,0,2,2,0.301029996,0.301029996,1,1,0,0,0,0,0,0,1,2,0,0.301029996
1985,9,19,4881,3.688508808,1504,1350,648,649,780,656,1933,1161,1085.125,3.177247836,3.130333768,2.811575006,2.812244697,2.892094603,2.816903839,3.286231854,3.06483222,1,1,0,0,1,2,0,0.301029996,4,5,0.602059991,0.698970004,0,0,0,0,0,0,0,0,0,0,0,0
1986,9,19,4423,3.645716939,1389,438,1723,1786,1736,1752,849,1263,1367,3.142702246,2.641474111,3.236285277,3.251881455,3.239549721,3.243534102,2.92890769,3.101403351,0,0,0,0,0,0,0,0,4,4,0.602059991,0.602059991,0,0,0,0,0,0,0,0,3,5,0.477121255,0.698970004
1987,9,19,3899,3.590953235,1327,2248,1462,1470,1467,1465,1737,2112,1661,3.122870923,3.351796307,3.164947373,3.167317335,3.166430114,3.165837625,3.239799818,3.324693914,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,9,19,1930,3.285557309,2138,1216,1265,1266,1410,1388,2085,2009,1597.125,3.330007701,3.084933575,3.102090526,3.102433706,3.149219113,3.142389466,3.319106059,3.302979937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,9,19,1601,3.204391332,1163,1454,404,466,882,821,573,1470,904.125,3.065579715,3.162564407,2.606381365,2.668385917,2.945468585,2.914343157,2.758154622,3.167317335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0.77815125
1990,9,19,1600,3.204119983,2310,1429,1248,1203,845,974,1488,1805,1412.75,3.36361198,3.155032229,3.096214585,3.080265627,2.926856709,2.988558957,3.172602931,3.256477206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1991,9,19,1327,3.122870923,1213,2042,2676,2676,1671,789,772,2028,1733.375,3.083860801,3.310055738,3.427486109,3.427486109,3.22297645,2.897077003,2.8876173,3.307067951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,9,19,2483,3.39497672,1110,1021,1107,1114,1439,1913,1368,1492,1320.5,3.045322979,3.009025742,3.044147621,3.046885191,3.158060794,3.28171497,3.136086097,3.173768823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,9,19,2192,3.34084055,1223,1173,2003,2013,621,882,1595,493,1250.375,3.087426457,3.069298012,3.301680949,3.303843775,2.7930916,2.945468585,3.202760687,2.692846919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,9,19,4680,3.670245853,1762,2371,2233,2220,1615,640,948,2298,1760.875,3.246005904,3.374931554,3.348888723,3.346352974,3.208172527,2.806179974,2.976808337,3.361350024,1,1,0,0,3,3,0.477121255,0.477121255,0,0,0,0,0,0,0,0,3,3,0.477121255,0.477121255,2,2,0.301029996,0.301029996
1995,9,19,5152,3.711975854,402,1013,1461,1458,2408,2055,1339,1727,1482.875,2.604226053,3.005609445,3.164650216,3.163757524,3.381656483,3.312811826,3.126780577,3.237292338,1,1,0,0,2,2,0.301029996,0.301029996,2,3,0.301029996,0.477121255,0,0,0,0,1,1,0,0,1,1,0,0
1996,9,19,5063,3.704407927,1292,1334,2793,2789,629,1716,2290,1488,1791.375,3.111262514,3.12515583,3.446070936,3.445448514,2.798650645,3.234517284,3.359835482,3.172602931,1,1,0,0,5,5,0.698970004,0.698970004,2,2,0.301029996,0.301029996,0,0,0,0,4,4,0.602059991,0.602059991,0,0,0,0
1997,9,19,4660,3.668385917,1576,1854,1426,1432,1348,1987,1691,1311,1578.125,3.197556213,3.26810973,3.154119526,3.155943018,3.129689892,3.298197867,3.228143608,3.117602692,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3,3,0.477121255,0.477121255,0,0,0,0
1998,9,19,4567,3.659631012,1010,1421,911,997,1599,1795,1861,587,1272.625,3.004321374,3.152594078,2.959518377,2.998695158,3.203848464,3.254064453,3.269746373,2.768638101,2,4,0.301029996,0.602059991,2,2,0.301029996,0.301029996,3,3,0.477121255,0.477121255,0,0,0,0,1,1,0,0,1,3,0,0.477121255
1999,9,19,5152,3.711975854,673,2068,1287,1255,725,1908,980,1267,1270.375,2.828015064,3.315550534,3.109578547,3.098643726,2.860338007,3.28057837,2.991226076,3.102776615,3,6,0.477121255,0.77815125,4,5,0.602059991,0.698970004,5,5,0.698970004,0.698970004,0,0,0,0,1,1,0,0,1,5,0,0.698970004
2000,9,19,4772,3.678700435,362,666,2864,2855,1042,1351,547,2562,1531.125,2.558708571,2.823474229,3.456973014,3.455606113,3.017867719,3.130655349,2.737987326,3.408579125,8,14,0.903089987,1.146128036,10,15,1,1.176091259,11,14,1.041392685,1.146128036,1,1,0,0,6,7,0.77815125,0.84509804,3,5,0.477121255,0.698970004
2001,9,19,4772,3.678700435,2782,689,2062,1252,995,842,1147,585,1294.25,3.444357126,2.838219222,3.314288661,3.097604329,2.997823081,2.925312091,3.059563418,2.767155866,2,2,0.301029996,0.301029996,7,8,0.84509804,0.903089987,5,5,0.698970004,0.698970004,0,0,0,0,2,2,0.301029996,0.301029996,0,0,0,0
2002,9,19,3141,3.497067936,1751,818,2143,573,648,959,914,1024,1103.75,3.243286146,2.912753304,3.331022171,2.758154622,2.811575006,2.981818607,2.960946196,3.010299957,0,0,0,0,2,2,0.301029996,0.301029996,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2003,9,19,2733,3.436639632,757,2321,2726,2137,1559,633,1981,1802,1739.5,2.87909588,3.36567514,3.435525851,3.329804522,3.192846115,2.80140371,3.296884476,3.255754787,3,3,0.477121255,0.477121255,6,7,0.77815125,0.84509804,3,4,0.477121255,0.602059991,1,2,0,0.301029996,2,3,0.301029996,0.477121255,1,3,0,0.477121255
2004,9,19,2269,3.355834496,1897,1212,1647,1386,1057,1498,1641,1350,1461,3.278067331,3.08350262,3.216693599,3.14176323,3.024074987,3.175511813,3.215108581,3.130333768,1,2,0,0.301029996,1,1,0,0,5,6,0.698970004,0.77815125,0,0,0,0,1,1,0,0,1,2,0,0.301029996
2005,9,19,1601,3.204391332,920,859,1344,1071,1496,617,1455,1634,1174.5,2.963787827,2.933993164,3.128399269,3.029789471,3.174931594,2.790285164,3.162862993,3.213252052,1,1,0,0,0,0,0,0,4,4,0.602059991,0.602059991,0,0,0,0,2,2,0.301029996,0.301029996,2,3,0.301029996,0.477121255
1967,9,42,4021,3.604334073,274,982,1316,1341,1804,1748,837,766,1133.5,2.437750563,2.992111488,3.119255889,3.127428778,3.256236533,3.242541428,2.922725458,2.88422877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,9,42,4302,3.633670406,1499,1015,1896,1896,1959,2006,1128,1076,1559.375,3.175801633,3.006466042,3.277838333,3.277838333,3.292034436,3.302330929,3.0523091,3.031812271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,9,42,3489,3.542700969,925,721,987,964,1814,1759,937,891,1124.75,2.966141733,2.857935265,2.994317153,2.984077034,3.258637283,3.245265839,2.971739591,2.949877704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,9,42,4647,3.667172672,989,582,2404,2386,576,550,766,712,1120.625,2.995196292,2.764922985,3.380934463,3.377670439,2.760422483,2.740362689,2.88422877,2.852479994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,9,42,4182,3.621384028,2094,1180,1027,1043,380,356,1862,1887,1228.625,3.320976677,3.071882007,3.011570444,3.018284308,2.579783597,2.551449998,3.269979677,3.2757719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,9,42,4306,3.634074025,1184,1576,1805,1804,2318,2291,871,999,1606,3.073351702,3.197556213,3.256477206,3.256236533,3.365113432,3.360025089,2.940018155,2.999565488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,9,42,3269,3.514414921,2051,1146,1014,1008,658,586,1462,1435,1170,3.31196566,3.059184618,3.006037955,3.003460532,2.818225894,2.767897616,3.164947373,3.156851901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,9,42,4260,3.629409599,2204,1736,1804,1779,1569,1498,2126,2131,1855.875,3.34321159,3.239549721,3.256236533,3.250175948,3.195622944,3.175511813,3.32756326,3.32858345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,9,42,5063,3.704407927,1801,878,1561,1541,1497,1430,1582,1386,1459.5,3.255513713,2.943494516,3.193402903,3.187802639,3.1752218,3.155336037,3.199206479,3.14176323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,9,42,4567,3.659631012,2170,1596,951,942,2079,2020,910,920,1448.5,3.336459734,3.203032887,2.978180517,2.974050903,3.317854489,3.305351369,2.959041392,2.963787827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,9,42,3283,3.516270883,1002,1066,1852,1814,1214,1200,770,698,1202,3.000867722,3.027757205,3.267640982,3.258637283,3.084218687,3.079181246,2.886490725,2.843855423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,9,42,4087,3.611404638,1513,1375,1489,1480,1959,1900,1809,1800,1665.625,3.179838928,3.138302698,3.172894698,3.170261715,3.292034436,3.278753601,3.257438567,3.255272505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,9,42,5075,3.705436047,638,1446,1261,1262,1478,1408,1994,1926,1426.625,2.804820679,3.160168293,3.100715087,3.101059355,3.169674434,3.148602655,3.299725154,3.284656283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,9,42,3852,3.585686278,1404,1888,1490,1539,1383,1400,2164,2219,1685.875,3.147367108,3.27600199,3.173186268,3.18723862,3.14082218,3.146128036,3.335257256,3.346157302,9,18,0.954242509,1.255272505,1,1,0,0,3,4,0.477121255,0.602059991,1,2,0,0.301029996,3,4,0.477121255,0.602059991,1,4,0,0.602059991
1981,9,42,3623,3.559068334,498,841,1083,1110,1223,1176,1196,1131,1032.25,2.697229343,2.924795996,3.034628457,3.045322979,3.087426457,3.070407322,3.07773118,3.053462605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,9,42,3707,3.569022586,2123,940,1650,1688,1780,1796,1972,1980,1741.125,3.326949994,2.973127854,3.217483944,3.227372442,3.250420002,3.254306332,3.294906911,3.29666519,1,2,0,0.301029996,3,3,0.477121255,0.477121255,2,2,0.301029996,0.301029996,7,13,0.84509804,1.113943352,0,0,0,0,2,3,0.301029996,0.477121255
1983,9,42,3631,3.560026249,1855,2018,2247,2227,1304,1148,1331,873,1625.375,3.268343914,3.304921162,3.351603072,3.347720217,3.115277591,3.059941888,3.124178055,2.941014244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,9,42,3812,3.581152892,2229,1779,519,503,1640,1671,1743,1993,1509.625,3.348110068,3.250175948,2.715167358,2.701567985,3.214843848,3.22297645,3.241297387,3.299507299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,9,42,4881,3.688508808,1504,1350,648,649,780,656,1933,1161,1085.125,3.177247836,3.130333768,2.811575006,2.812244697,2.892094603,2.816903839,3.286231854,3.06483222,6,19,0.77815125,1.278753601,4,4,0.602059991,0.602059991,0,0,0,0,3,4,0.477121255,0.602059991,5,6,0.698970004,0.77815125,2,4,0.301029996,0.602059991
1986,9,42,4423,3.645716939,1389,438,1723,1786,1736,1752,849,1263,1367,3.142702246,2.641474111,3.236285277,3.251881455,3.239549721,3.243534102,2.92890769,3.101403351,1,1,0,0,0,0,0,0,4,4,0.602059991,0.602059991,0,0,0,0,1,1,0,0,1,1,0,0
1987,9,42,3899,3.590953235,1327,2248,1462,1470,1467,1465,1737,2112,1661,3.122870923,3.351796307,3.164947373,3.167317335,3.166430114,3.165837625,3.239799818,3.324693914,2,9,0.301029996,0.954242509,0,0,0,0,3,6,0.477121255,0.77815125,1,3,0,0.477121255,2,2,0.301029996,0.301029996,9,22,0.954242509,1.342422681
1988,9,42,1930,3.285557309,2138,1216,1265,1266,1410,1388,2085,2009,1597.125,3.330007701,3.084933575,3.102090526,3.102433706,3.149219113,3.142389466,3.319106059,3.302979937,0,0,0,0,0,0,0,0,3,3,0.477121255,0.477121255,0,0,0,0,1,1,0,0,1,5,0,0.698970004
